property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,area_in_sq_ft,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,DLF Regal Gardens,Sector 90,2.05,9000.0,2278.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,5,na,Relatively New,,2215.0,,,0,0,0,0,0,2,49
flat,Eldeco Accolade,Sohna Road,0.87,5965.0,1459.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10,na,Relatively New,,1457.0,,849.0,1,0,0,0,0,0,72
flat,Ireo Uptown,Sector 66,1.32,11442.0,1154.0,Super Built up area 1158(107.58 sq.m.),2,2,2,6,na,Relatively New,,1158.0,,,0,0,0,0,0,0,45
flat,Microtek Greenburg,Sector 86,1.3,8756.0,1485.0,Super Built up area 1480(137.5 sq.m.),2,2,3,10,na,Relatively New,,1480.0,,,1,0,0,0,0,0,38
flat,Signature Global Park,Sohna Road,0.95,7850.0,1210.0,Built Up area: 1210 (112.41 sq.m.),3,2,3+,3,east,New Property,,,1210.0,,0,0,0,0,0,0,85
flat,GLS Avenue,Sector 92,0.42,6562.0,640.0,Carpet area: 640 (59.46 sq.m.),3,3,1,2,na,Relatively New,,,,640.0,0,0,0,0,0,0,20
flat,Orris Carnation Residency,Sector 85,0.88,5952.0,1478.0,Super Built up area 1485(137.96 sq.m.),3,3,1,1,south,Relatively New,,1485.0,,,0,0,0,0,0,0,65
flat,Awho Sispal Vihar,Sector 49,2.0,7262.0,2754.0,Super Built up area 2754(255.85 sq.m.),4,3,3+,4,na,Old,,2754.0,,,0,0,0,0,0,0,65
flat,Suncity Heights,Sector 54,3.85,16445.0,2341.0,Super Built up area 2341(217.49 sq.m.),3,3,3+,8,na,Old,,2341.0,,,0,1,0,0,0,0,67
flat,La Vida By Tata Housing,Sector 113,3.72,13984.0,2660.0,Carpet area: 2660 (247.12 sq.m.),5,4,3+,0,na,New Property,,,,2660.0,0,0,0,1,0,1,44
flat,Signature Global City,Sector 37D,0.68,11724.0,580.0,Carpet area: 580 (53.88 sq.m.),2,2,3,9,na,New Property,,,,580.0,0,0,0,0,1,0,58
flat,Godrej Nature Plus,Sector 33,1.31,15982.0,820.0,Carpet area: 76.44,2,2,2,4,na,Undefined,,,,76.44,0,0,0,0,0,0,92
flat,Godrej Nature Plus,Sector 33,1.65,8266.0,1996.0,Carpet area: 1996 (185.43 sq.m.),3,3,3,2,na,Under Construction,,,,1996.0,0,1,0,0,0,0,37
flat,Emaar MGF Palm Hills,Sector 77,1.9,9500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1218.03 sq.ft. (113.16 sq.m.),3,4,3+,6,south-west,New Property,,2000.0,,1218.04,0,1,0,0,0,2,42
flat,Tarc Maceo,Sector 91,1.8,7758.0,2320.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0,north,Relatively New,,,,2320.0,1,0,0,1,0,1,45
flat,ROF Aalayas,Sector 102,0.45,8404.0,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14,north,Relatively New,,597.0,,535.4,0,0,0,0,0,1,57
flat,Green Homes,Sector 52,1.85,7872.0,2350.0,Super Built up area 2350(218.32 sq.m.),3,3,3,7,na,Moderately Old,,2350.0,,,0,1,0,0,0,0,28
flat,Awho Shanti Vihar,Sector 95,0.8,8888.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,3,9,east,New Property,,900.0,,550.0,1,0,0,0,0,0,67
flat,Ansal Height Height Api Esencia,Sector 67,1.0,6435.0,1554.0,Super Built up area 1554(144.37 sq.m.),3,3,3+,2,na,Moderately Old,,1554.0,,,0,0,0,0,0,0,9
flat,Spaze Privy At,Sector 84,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3,na,Relatively New,,1610.0,,,1,0,0,0,0,2,133
flat,Signature Global Park,Sohna Road,0.85,7863.0,1081.0,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),3,2,2,4,east,New Property,,1081.0,1080.0,670.0,0,0,0,0,0,0,23
flat,Breez Global Hill View,Sohna Road,0.35,5600.0,625.0,Carpet area: 625 (58.06 sq.m.),2,2,2,14,na,Relatively New,,,,625.0,0,0,0,0,0,0,98
flat,Godrej Oasis,Sector 88A,1.15,9856.0,1167.0,Carpet area: 108.4,2,2,1,12,na,New Property,,,,108.4,1,0,0,0,0,0,79
flat,Sare Crescent Parc,Sector 92,1.0,4778.0,2093.0,Built Up area: 2093 (194.45 sq.m.),4,4,3,9,na,Undefined,,,2093.0,,0,0,0,0,0,0,0
flat,Tarc Maceo,Sector 91,0.96,5413.0,1774.0,Super Built up area 1404(130.44 sq.m.),2,2,3+,8,east,Moderately Old,,1404.0,,,0,0,0,0,0,0,85
flat,DLF New Town Heights,Sector 86,1.3,6735.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,3,3,12,west,Moderately Old,,1930.0,,,0,1,0,1,0,0,106
flat,Rose Apartment,Sector 28,3.0,10482.0,2862.0,Super Built up area 2862(265.89 sq.m.),3,5,3+,8,na,Old,,2862.0,,,0,0,0,0,0,0,0
flat,M Soulitude,Sector 89,1.3,8700.0,1494.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,2,1,na,New Property,,1500.0,,900.0,0,0,0,0,1,0,45
flat,The Rama Apartment Cghs,Sector 43,2.5,10204.0,2450.0,Carpet area: 2450 (227.61 sq.m.),4,4,3+,4,east,Moderately Old,,,,2450.0,0,1,0,0,0,0,26
flat,Emaar Palm Heights,Sector 77,2.25,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,22,na,New Property,,2000.0,,,0,1,0,0,0,2,42
flat,Bestech Park View Ananda,Sector 81,1.45,8734.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,3,na,Relatively New,,1660.0,,1082.0,0,0,0,0,1,0,45
flat,Godrej Aria,Sector 79,1.45,9062.0,1600.0,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2,2,3+,9,east,Relatively New,,1495.0,1494.0,,1,0,0,0,0,0,113
flat,Whiteland Blissville,Sector 76,1.9,11363.0,1672.0,Super Built up area 1672(155.33 sq.m.),3,3,2,0,na,New Property,,1672.0,,,0,0,0,0,0,0,61
flat,GLS Avenue,Sector 92,0.5,7812.0,640.0,Carpet area: 640 (59.46 sq.m.),3,3,1,12,na,New Property,,,,640.0,0,0,0,0,0,1,95
flat,M The Marina,Sector 68,1.45,9615.0,1508.0,Super Built up area 1508(140.1 sq.m.),3,2,3+,9,na,New Property,,1508.0,,,0,0,0,0,0,0,0
flat,Smart World Gems,Sector 89,1.05,9519.0,1103.0,Built Up area: 1103 (102.47 sq.m.),2,2,2,4,na,Under Construction,,,1103.0,,1,0,0,0,1,0,38
flat,BPTP Freedom Park Life,Sector 57,5.5,8982.0,6123.0,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19,east,Moderately Old,,,5010.0,,0,1,0,1,0,2,153
flat,Sidhartha Ncr One,Sector 95,0.56,4106.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,10,na,Undefined,,,1364.0,1200.0,0,0,0,0,0,0,0
flat,Sidhartha Ncr One,Sector 95,0.57,4179.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10,na,Undefined,,,1364.0,1232.0,0,0,0,0,0,0,0
flat,ATS Triumph,Sector 104,2.3,10000.0,2300.0,Carpet area: 2290 (212.75 sq.m.),3,4,3+,15,north-east,New Property,,,,2290.0,0,1,0,0,0,0,117
flat,Shree Vardhman Victoria,Sector 70,1.75,8205.0,2133.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7,na,New Property,,1950.0,,1161.0,0,1,0,1,0,0,37
flat,Emaar  Greens,Sector 102,1.6,9696.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,8,na,Relatively New,,1650.0,,1022.57,0,0,0,0,0,0,46
flat,Emaar Digihomes,Sector 62,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33,east,New Property,,,,2588.0,0,1,0,0,0,2,49
flat,Apex Our Homes,Sector 37C,0.38,4108.0,925.0,Built Up area: 925 (85.94 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,9,na,Relatively New,,,925.0,800.0,0,0,0,0,0,0,65
flat,Signature Global Solera,Sector 107,0.51,9.0,566667.0,Carpet area: 514396 (47788.95 sq.m.),2,2,1,3,north,New Property,,,,514396.0,0,0,0,0,0,0,44
flat,Signature The Roselia,Sector 95,0.42,6194.0,678.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),2,2,2,12,north,New Property,,,670.0,569.3,1,0,0,0,0,2,90
flat,Sare Crescent Parc Royal Greens Phase,Sector 92,1.0,3713.0,2693.0,Super Built up area 2020(187.66 sq.m.),4,4,3,15,na,New Property,,2020.0,,,0,0,0,0,0,0,31
flat,Signature Global The Millennia,Sector 37D,0.5,7142.0,700.0,Carpet area: 700 (65.03 sq.m.),3,3,2,2,na,New Property,,,,700.0,0,0,0,0,0,0,31
flat,Sare Crescent Parc,Sector 92,0.8,6033.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,3,north-east,Relatively New,,,,1326.0,0,0,0,0,0,0,15
flat,Imperia The Esfera,Sector 37C,0.86,4886.0,1760.0,Super Built up area 1760(163.51 sq.m.),3,3,2,0,na,New Property,,1760.0,,,0,0,0,0,1,0,35
flat,Ansal Height Height Heights,Sector 86,1.25,7396.0,1690.0,Super Built up area 1690(157.01 sq.m.),3,2,1,2,na,New Property,,1690.0,,,0,0,0,0,0,0,100
flat,M Golfestate,Sector 65,5.9,17543.0,3363.0,Super Built up area 3363(312.43 sq.m.),3,3,3,9,na,Moderately Old,,3363.0,,,1,0,0,0,0,1,21
flat,Raheja Teachers Apartments,Sector 31,1.2,7272.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,2,2,1,east,Moderately Old,,1650.0,1450.0,1150.0,0,0,0,0,1,1,105
flat,Eldeco Accolade,Sohna Road,0.96,6554.0,1465.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3,8,north-east,New Property,,1457.0,,849.0,1,0,0,0,0,0,42
flat,Emaar MGF The Palm Drive,Sector 66,2.8,14358.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,12,east,New Property,,1950.0,1920.0,1600.0,1,1,0,1,0,1,69
flat,GLS Arawali Homes,Sohna Road,0.28,4307.0,650.0,Super Built up area 650(60.39 sq.m.),2,2,2,12,na,New Property,,650.0,,,0,0,0,0,0,0,0
flat,Shapoorji Pallonji Joyville,Sector 102,2.03,12000.0,1692.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3,3,2,1,na,New Property,,1692.0,,1027.63,0,0,0,0,0,0,67
flat,Laxmi Pareena,Sector 99A,0.3,6666.0,450.0,Carpet area: 450 (41.81 sq.m.),2,1,0,12,north,Undefined,,,,450.0,0,0,0,0,0,0,0
flat,The New Crpf Apartments,Sector 9A,0.75,5813.0,1290.0,Carpet area: 1290 (119.84 sq.m.),3,3,3,6,east,Old,,,,1290.0,0,0,0,1,0,0,31
flat,BPTP Astaire Gardens,Sector 70A,1.7,8947.0,1900.0,Carpet area: 1900 (176.52 sq.m.),4,3,3,1,north-east,Relatively New,,,,1900.0,0,0,0,0,0,2,49
flat,Experion Windchants,Sector 112,3.1,20666.0,1500.0,Carpet area: 1500 (139.35 sq.m.),2,2,3,9,na,Relatively New,,,,1500.0,1,1,1,0,0,2,80
flat,Pivotal Riddhi Siddhi,Sector 99,0.4,4444.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2,2,2,9,na,New Property,,900.0,,587.0,0,0,0,0,0,0,60
flat,Godrej Habitat,Sector 3,1.3,9002.0,1444.0,Carpet area: 1444 (134.15 sq.m.),2,2,2,6,na,New Property,,,,1444.0,0,0,0,0,0,0,36
flat,GLS Arawali Homes,Sohna Road,0.26,4513.0,576.0,Carpet area: 576 (53.51 sq.m.),2,2,2,5,east,New Property,,,,576.0,0,0,0,0,0,0,78
flat,MVN Athens,Sohna Road,0.24,4210.0,570.0,Super Built up area 570(52.95 sq.m.),2,2,1,12,na,Relatively New,,570.0,,,0,0,0,0,0,0,38
flat,Shree Vardhman Mantra,Sector 67,0.56,7000.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,1,8,na,New Property,,,,800.0,0,0,0,0,0,0,65
flat,Raheja Atlantis,Sector 31,5.5,18688.0,2943.0,Super Built up area 2943(273.41 sq.m.),4,5,3+,1,north,Relatively New,,2943.0,,,1,1,0,1,0,0,81
flat,DLF New Town Heights,Sector 91,1.8,7679.0,2344.0,Carpet area: 2344 (217.76 sq.m.),4,4,3+,6,na,Moderately Old,,,,2344.0,0,1,0,1,0,0,81
flat,DLF The Skycourt,Sector 86,1.6,8294.0,1929.0,Super Built up area 1929(179.21 sq.m.),3,3,1,14,north-east,Relatively New,,1929.0,,,0,0,0,1,0,0,72
flat,Tashee Capital Gateway,Sector 111,0.96,6500.0,1477.0,Super Built up area 1478(137.31 sq.m.),2,2,1,4,north,New Property,,1478.0,,,1,0,0,0,0,0,53
flat,Raheja Atharva,Sector 109,0.79,7931.0,996.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3,2,2,3,na,Relatively New,,1457.0,,996.0,0,0,0,0,0,2,44
flat,Builder Floor,Lajpat Nagar,0.6,6000.0,1000.0,Super Built up area 1000(92.9 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,2,1,3,east,New Property,,1000.0,950.0,900.0,0,0,0,0,0,0,0
flat,Breez Global Heights,Sohna Road,0.42,6420.0,654.0,Super Built up area 623(57.88 sq.m.),2,2,2,2,na,New Property,,623.0,,,0,0,0,0,0,0,73
flat,Adani Brahma Samsara Vilasa,Sector 63,3.35,16470.0,2034.0,Super Built up area 2034(188.96 sq.m.),3,3,3+,3,na,New Property,,2034.0,,,0,0,0,0,0,2,16
flat,Central Park  Bellevue,Sector 48,5.0,11627.0,4300.0,Carpet area: 4300 (399.48 sq.m.),3,4,3,14,north-east,Moderately Old,,,,4300.0,0,0,0,0,0,0,82
flat,Tulip Orange,Sector 70,1.0,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3,na,Moderately Old,,,,970.0,0,0,0,0,0,0,58
flat,Central Park  Bellevue,Sector 48,2.75,10754.0,2557.0,Super Built up area 2557(237.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),3,4,3+,3,na,Moderately Old,,2557.0,,2550.0,0,0,0,0,0,0,32
flat,Sobha City,Sector 108,2.4,17378.0,1381.0,Super Built up area 1381(128.3 sq.m.),2,2,2,14,na,New Property,,1381.0,,,0,0,0,0,0,2,113
flat,Birla Navya,Sector 63A,3.15,14632.0,2153.0,Carpet area: 200,3,3,3,4,east,New Property,,,,200.0,0,0,0,0,1,0,44
flat,Ashiana Mulberry,Sohna Road,0.95,6485.0,1465.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3+,3,na,New Property,,1465.0,834.96,834.96,1,0,0,0,0,0,89
flat,Godrej Nature Plus,Sector 33,1.4,15124.0,926.0,Super Built up area 145Carpet area: 86 sq.m.,3,2,3+,20,na,New Property,,145.0,,86.0,0,0,0,0,0,0,70
flat,Central Park Flower Valley,Sector 33,2.15,13522.0,1590.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1,na,New Property,,1590.0,,,0,0,0,0,0,0,31
flat,Tarc Maceo,Sector 91,1.8,7758.0,2320.0,Carpet area: 2320 (215.54 sq.m.),3,3,3+,0,north,Relatively New,,,,2320.0,0,0,0,1,0,1,45
flat,Pareena Laxmi Apartments,Sector 99A,0.31,5904.0,525.0,Carpet area: 525 (48.77 sq.m.),2,2,2,6,east,New Property,,,,525.0,0,0,0,0,0,0,74
flat,Signature Global City  Ph,Sector 37D,1.07,8237.0,1299.0,Carpet area: 1305 (121.24 sq.m.),3,3,2,2,north-east,New Property,,,,1305.0,0,0,0,0,0,0,86
flat,Raheja Vedaanta,Sector 108,0.7,4651.0,1505.0,Built Up area: 1505 (139.82 sq.m.),2,2,2,12,south,Undefined,,,1505.0,,0,0,0,0,0,0,0
flat,Eldeco Accolade,Sohna Road,1.1,7549.0,1457.0,Super Built up area 1457(135.36 sq.m.),3,2,3,13,na,Relatively New,,1457.0,,,0,0,0,0,0,0,56
flat,Woodstock Floors,Sector 50,1.05,10627.0,988.0,Carpet area: 988 (91.79 sq.m.),2,2,2,2,north,Moderately Old,,,,988.0,0,0,0,0,0,0,53
flat,MVN Athens,Sohna Road,0.25,3671.0,681.0,Built Up area: 681 (63.27 sq.m.)Carpet area: 581 sq.ft. (53.98 sq.m.),2,2,1,11,na,Relatively New,,,681.0,581.0,0,0,0,0,0,2,67
flat,Adani Aangan Galleria,Sector 89,0.42,4941.0,850.0,Super Built up area 850(78.97 sq.m.),2,2,2,3,na,Relatively New,,850.0,,,0,0,0,0,0,0,0
flat,Birla Navya,Sector 63A,2.1,16666.0,1260.0,Carpet area: 1260 (117.06 sq.m.),2,2,2,2,na,New Property,,952.3,,1260.0,0,0,0,0,0,0,38
flat,Ramsons Kshitij,Sector 95,0.19,591.0,3215.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,14,east,Relatively New,,,,3212.0,0,0,0,0,0,0,49
flat,The Arzoo Cghs,Sector 51,2.1,9130.0,2300.0,Built Up area: 2300 (213.68 sq.m.),4,4,3,1,na,Relatively New,,,2300.0,,0,0,0,0,0,0,58
flat,Sare Crescent Parc,Sector 92,1.44,7068.0,2037.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8,na,Relatively New,,,,2040.0,0,0,0,0,0,0,37
flat,Sare Crescent Parc,Sector 92,0.71,4933.0,1439.0,Carpet area: 1436 (133.41 sq.m.),3,3,2,6,na,Relatively New,,,,1436.0,0,0,0,0,0,0,37
flat,Breez Global Heights,Sohna Road,0.21,5329.0,394.0,Carpet area: 394 (36.6 sq.m.),1,1,1,2,na,Relatively New,,,,394.0,0,0,0,0,0,0,21
flat,Shapoorji Pallonji Joyville,Sector 102,2.5,14000.0,1786.0,Super Built up area 1827(169.73 sq.m.),3,3,3,15,na,New Property,,1827.0,,,0,0,0,0,0,0,151
flat,Signature The Roselia,Sector 95,0.42,7293.0,576.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2,2,2,12,south,New Property,,,670.0,569.0,0,0,0,0,0,2,93
flat,Sare Homes,Sector 92,0.56,4729.0,1184.0,Carpet area: 1184 (110 sq.m.),3,1,3,1,east,Moderately Old,,,,1184.0,0,0,0,0,0,2,75
flat,HCBS Sports Ville,Sector 2,0.35,4375.0,800.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,8,east,Relatively New,,,800.0,600.0,0,0,0,0,0,0,37
flat,Hsiidc Sidco Aravali,Manesar,0.9,3477.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3,2,na,Old,,2588.0,1900.0,,0,1,0,0,0,1,21
flat,Bestech Park View Ananda,Sector 81,1.35,7541.0,1790.0,Carpet area: 1790 (166.3 sq.m.),3,3,3+,8,north,Old,,,,1790.0,0,0,0,0,0,0,114
flat,Smartworld One Dxp,Sector 113,2.0,11074.0,1806.0,Built Up area: 1806 (167.78 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,12,north,Undefined,,,1806.0,1350.0,0,0,0,0,0,0,70
flat,Tulip Lemon,Sector 69,0.6,11407.0,526.0,Carpet area: 526 (48.87 sq.m.),2,1,1,11,na,Undefined,,,,526.0,0,0,0,0,0,0,0
flat,Raheja Vedaanta,Sector 108,1.0,4854.0,2060.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),2,2,2,0,north,Undefined,,,2060.0,1890.0,0,0,0,0,0,0,0
flat,Sare Crescent Parc,Sector 92,0.87,4971.0,1750.0,Super Built up area 1750(162.58 sq.m.),4,4,2,2,east,Moderately Old,,1750.0,,,0,0,1,0,0,1,115
flat,Paras Irene,Sector 70A,1.3,9219.0,1410.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),2,2,3,19,na,Moderately Old,,1420.0,,1410.0,0,0,0,0,0,2,49
flat,Signature The Roselia,Sector 95,0.48,7164.0,670.0,Carpet area: 670 (62.25 sq.m.),2,2,2,6,na,Relatively New,,,,670.0,0,0,0,0,0,0,16
flat,M Woodshire,Sector 107,0.94,6881.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,1,east,Moderately Old,,1366.0,,,0,0,0,0,0,0,113
flat,Unitech Sunbreeze,Sector 69,0.75,6849.0,1095.0,Super Built up area 1095(101.73 sq.m.),2,2,2,4,na,New Property,,1095.0,,,0,0,0,0,0,0,0
flat,Signature Andour Heights,Sector 71,0.65,10172.0,639.0,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),2,2,1,10,south-west,Relatively New,,639.0,,542.0,0,0,0,0,0,2,23
flat,Central Park Flower Valley Aqua Front Towers,Sector 33,1.7,9449.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1590 sq.ft. (147.72 sq.m.),3,3,3+,5,east,New Property,,1799.0,,1590.0,0,0,0,0,0,2,44
flat,RWA,Sector 7,0.48,6000.0,800.0,Carpet area: 800 (74.32 sq.m.),3,2,1,1,north-east,New Property,,,,800.0,0,0,0,0,0,0,21
flat,Radhakrishna Society,Sector 23,0.55,5000.0,1100.0,Super Built up area 1100(102.19 sq.m.),2,2,1,1,west,Moderately Old,,1100.0,,,0,0,0,0,0,2,29
flat,AIPL Joy Square,Sector 63A,0.7,10101.0,693.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,0,7,na,Undefined,,,693.0,350.0,0,0,0,0,0,0,0
flat,Signature Global City,Sector 63A,1.55,14783.0,1049.0,Carpet area: 1050 (97.55 sq.m.),2,2,2,2,na,New Property,,,,1050.0,0,0,0,0,0,0,59
flat,Housing Board Colony,Sector 51,0.3,7317.0,410.0,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,2,0,south,Old,,510.0,,410.0,0,0,0,0,0,0,0
flat,Vatika,Sector 83,0.87,6987.0,1245.0,Super Built up area 1245(115.66 sq.m.),2,2,2,3,east,Moderately Old,,1245.0,,,0,0,0,0,0,0,35
flat,Today Callidora,Sector 73,1.0,7692.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,13,na,New Property,,,,1300.0,0,0,0,0,0,0,0
flat,Ireo The Corridors,Sector 67A,1.3,10031.0,1296.0,Built Up area: 1296 (120.4 sq.m.),2,2,2,-1,na,Undefined,,,1296.0,,0,0,0,0,0,0,55
flat,DLF,New Gurgaon,4.0,11428.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,4,2,4,na,Under Construction,,,,3500.0,1,1,0,0,0,2,101
flat,ATS Marigold,Sector 89,1.85,8604.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,12,south-west,New Property,,2150.0,,,0,1,0,0,0,0,37
flat,Shree Vardhman Victoria,Sector 70,1.75,8974.0,1950.0,Built Up area: 1950 (181.16 sq.m.),3,5,0,0,na,Undefined,,,1950.0,,0,0,0,0,0,0,47
flat,Parsvnath Exotica,Sector 53,4.8,14680.0,3270.0,Built Up area: 2895 (268.95 sq.m.),3,4,3+,12,north-west,New Property,,,2895.0,,0,0,0,0,0,0,69
flat,Godrej Nature Plus,Sector 33,1.3,8349.0,1557.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,18,north,New Property,,1557.0,,,0,0,0,0,0,0,38
flat,Imperia The Esfera,Sector 37C,0.9,6272.0,1435.0,Built Up area: 1435 (133.32 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,9,east,Undefined,,,1435.0,1100.0,0,0,0,0,0,0,66
flat,DLF Icon,Sector 43,5.8,20707.0,2801.0,Built Up area: 2801 (260.22 sq.m.),4,4,3+,18,na,Undefined,,,2801.0,,0,0,0,0,0,0,0
flat,AIPL Zen Residences,Sector 70A,1.4,11094.0,1262.0,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,16,north-east,Undefined,,,1262.0,800.0,0,0,0,0,0,0,0
flat,CHD Avenue,Sector 71,0.95,7917.0,1200.0,Built Up area: 1200 (111.48 sq.m.),2,2,0,5,south,Undefined,,,1200.0,,0,0,0,0,0,0,0
flat,Godrej Nature Plus,Sector 33,1.35,8670.0,1557.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,17,na,New Property,,1557.0,,,0,0,0,0,0,0,38
flat,Ansal Height Height Heights,Sector 86,0.95,5621.0,1690.0,Carpet area: 1690 (157.01 sq.m.),3,2,1,6,na,New Property,,,,1690.0,0,0,0,0,0,0,15
flat,Shree Vardhman Flora,Sector 90,0.7,4615.0,1517.0,Super Built up area 1352(125.6 sq.m.),2,2,3,9,north-east,New Property,,1352.0,,,1,0,0,0,1,0,51
flat,Experion The Heartsong,Sector 108,3.0,18392.0,1631.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2204.25 sq.ft. (204.78 sq.m.)Carpet area: 1631.07 sq.ft. (151.53 sq.m.),4,5,3+,2,south-west,Relatively New,,2779.0,1631.05,1631.05,0,1,0,0,0,1,149
flat,HCBS Sports Ville,Sohna Road,0.2,4219.0,474.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3,east,New Property,,,474.04,,0,0,0,0,0,0,71
flat,Sare Crescent Parc,Sector 92,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2,2,3,2,na,Moderately Old,,1000.0,,,0,0,0,0,0,0,38
flat,M Capital,Sector 113,2.0,12012.0,1665.0,Super Built up area 1665(154.68 sq.m.),3,3,2,24,na,New Property,,1665.0,,,0,0,0,0,0,0,47
flat,ATS Marigold,Sector 89,1.7,9714.0,1750.0,Carpet area: 1750 (162.58 sq.m.),3,3,3+,8,north,Undefined,,,,1750.0,1,0,0,0,0,0,65
flat,AVL,Sector 36A,0.65,8953.0,726.0,Super Built up area 726(67.45 sq.m.),2,2,2,7,na,Relatively New,,726.0,,,0,0,0,0,0,0,89
