property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
flat,Sector 99A,1807,Relatively New,3,2,0,1,0,3,Un-furnished,Average,High-rise,1.45
flat,Sector 3 Phase 2,745,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.3
flat,Sector 63,3150,New Property,4,4,0,0,0,3+,Un-furnished,Medium,Low-rise,4.49
flat,Sector 109,2765,Relatively New,4,2,0,0,0,3,Semi-furnished,Medium,High-rise,1.88
flat,Sohna Road,1319,Relatively New,2,2,1,0,0,3+,Un-furnished,Low,High-rise,1.1
flat,Sector 111,3035,Under Construction,4,4,0,0,0,3+,Semi-furnished,Low,Mid-rise,4.67
flat,Sector 53,2460,Under Construction,4,4,0,0,0,3,Semi-furnished,Average,Skyscraper,7.4
house,Sector 50,3256,Moderately Old,4,4,0,1,0,1,Un-furnished,Medium,Low-rise,11.0
flat,Sector 104,7174,Relatively New,4,3,0,0,0,3+,Semi-furnished,Medium,Skyscraper,4.45
flat,Sohna Road,482,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Low-rise,0.26
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Semi-furnished,Medium,Low-rise,1.68
house,Sector 48,2345,Moderately Old,3,4,1,0,0,3+,Un-furnished,Average,Low-rise,4.75
house,Sector 7,2255,Old,3,3,0,0,0,3+,Semi-furnished,Low,Low-rise,3.1
house,Sector 46,1452,Moderately Old,5,4,0,1,0,3,Un-furnished,Medium,Low-rise,3.55
flat,Sector 68,1352,New Property,2,2,0,1,0,2,Semi-furnished,Medium,High-rise,1.0
flat,Sector 66,1188,Relatively New,2,2,0,0,0,2,Un-furnished,Medium,Mid-rise,1.51
flat,Sector 106,700,Relatively New,1,1,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.39
house,Sector 50,3400,Old,4,4,0,1,0,2,Semi-furnished,Medium,Low-rise,7.0
flat,Sector 36,531,New Property,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.42
flat,Sector 102,828,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,0.97
flat,Sector 37D,1250,New Property,3,1,0,0,0,3,Semi-furnished,Average,Mid-rise,1.0
flat,Sector 63A,1363,New Property,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,1.4
flat,Sector 92,1717,Moderately Old,4,2,0,1,0,3+,Semi-furnished,Average,Mid-rise,0.95
flat,Sector 92,1920,Relatively New,4,4,1,1,0,3+,Semi-furnished,Average,High-rise,1.9
flat,Sector 84,1389,Relatively New,2,2,1,0,0,3,Semi-furnished,Low,High-rise,1.15
house,Sector 33,900,Relatively New,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.85
flat,Sector 69,1737,Relatively New,4,4,0,0,1,2,Semi-furnished,High,Mid-rise,1.9
flat,Sector 95,711,Relatively New,2,2,1,0,0,2,Semi-furnished,Medium,Mid-rise,0.38
flat,Sector 86,581,New Property,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.45
flat,Sector 70A,1450,Relatively New,3,3,0,0,0,3+,Furnished,Average,Low-rise,1.2
flat,Sector 76,1774,New Property,3,3,0,1,0,3,Semi-furnished,Medium,Low-rise,1.08
house,Sector 31,2363,New Property,3,1,0,1,0,2,Furnished,Average,Mid-rise,9.25
flat,Sector 83,2588,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,Mid-rise,1.3
flat,Sector 92,1068,Relatively New,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,0.5
house,Sector 5,2372,Old,5,4,0,0,0,2,Semi-furnished,Average,Low-rise,3.5
flat,Sector 108,1302,Moderately Old,3,4,1,0,0,3,Un-furnished,Medium,Low-rise,1.65
flat,Sector 108,2060,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Basement/Ground Floor,1.0
flat,Sector 14,1943,Old,3,4,0,0,0,3+,Semi-furnished,Low,Low-rise,2.2
house,Sector 14,3202,Old,5,4,1,0,0,1,Semi-furnished,Low,Low-rise,5.5
flat,Dwarka Expressway,3074,New Property,3,4,0,0,0,3,Semi-furnished,Low,Mid-rise,1.65
house,Surat Nagar,1308,Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.95
house,Sector 7,2610,Old,2,3,0,0,0,2,Semi-furnished,Low,Low-rise,3.0
house,Sector 17,4509,Relatively New,2,3,1,0,0,1,Un-furnished,Low,Low-rise,9.5
flat,Sector 37D,1589,New Property,3,3,0,0,0,3+,Semi-furnished,Average,Low-rise,1.35
flat,Sector 79,1151,Relatively New,3,3,0,0,0,3+,Un-furnished,Medium,Skyscraper,1.2
house,Sector 70A,6000,Relatively New,4,4,1,1,1,1,Un-furnished,High,Low-rise,5.35
flat,Sector 85,2600,Relatively New,4,4,1,1,0,3,Semi-furnished,Average,Mid-rise,2.09
house,Sector 15 Part 2,3238,Old,3,3,0,0,1,1,Semi-furnished,Medium,Low-rise,7.2
flat,Sector 81,1650,Relatively New,3,3,1,1,0,3+,Furnished,Average,Mid-rise,2.12
flat,Sector 70,1523,Relatively New,3,2,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.6
flat,Sector 107,1388,Relatively New,2,2,1,0,0,3,Semi-furnished,Medium,Mid-rise,1.02
house,Sector 48,2706,Moderately Old,4,4,0,1,0,2,Semi-furnished,Medium,Low-rise,6.0
flat,Sector 85,1050,Relatively New,2,2,0,0,0,2,Semi-furnished,High,Mid-rise,0.55
flat,Sector 102,1676,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,High-rise,1.95
flat,Sector 88A,1376,Relatively New,2,2,1,0,0,3,Semi-furnished,High,High-rise,1.15
flat,Sector 84,481,Relatively New,2,2,0,0,1,1,Semi-furnished,Medium,High-rise,0.35
flat,Sector 72,2376,Relatively New,4,2,0,1,0,3+,Un-furnished,High,High-rise,3.19
house,Sector 38,1840,Moderately Old,2,2,1,1,0,3,Semi-furnished,Average,Low-rise,3.9
house,Sector 73,9000,Relatively New,5,3,1,1,1,1,Furnished,Medium,Low-rise,17.0
flat,Sohna Road,757,Relatively New,3,2,0,0,0,3+,Semi-furnished,Average,Low-rise,0.95
flat,Sector 3,957,New Property,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.1
house,Sector 9,2633,Moderately Old,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,3.4
flat,Sector 61,1219,New Property,3,3,1,1,0,3,Semi-furnished,Medium,Low-rise,2.45
flat,Sector 39,2400,Old,3,3,0,0,0,3+,Semi-furnished,Low,Basement/Ground Floor,2.0
flat,Sector 57,950,Old,2,2,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor,1.12
flat,Sector 92,1464,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,0.71
flat,Sector 99,1600,Relatively New,2,3,0,1,0,3,Semi-furnished,Low,Mid-rise,0.95
flat,Sector 89,1774,New Property,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.6
flat,Sector 77,1447,New Property,3,3,0,0,1,3+,Un-furnished,Medium,Mid-rise,1.35
flat,Sector 54,2100,Moderately Old,3,3,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.75
flat,Sohna Road,907,New Property,2,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.56
flat,Sector 86,1339,Relatively New,3,4,1,0,0,3,Semi-furnished,Average,Basement/Ground Floor,1.25
flat,Sector 90,1567,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,High-rise,1.2
flat,Sector 61,1630,New Property,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,2.41
house,Sector 47,3247,Moderately Old,2,2,1,1,0,3+,Un-furnished,Low,Low-rise,8.81
flat,Sector 79,1172,New Property,2,2,0,0,0,3+,Semi-furnished,Medium,Basement/Ground Floor,0.78
flat,Sector 67A,591,New Property,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.7
flat,Sector 50,2357,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Medium,Low-rise,2.7
flat,Sector 72,2691,Relatively New,4,2,0,1,0,3+,Un-furnished,High,Skyscraper,4.0
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Un-furnished,High,Mid-rise,1.55
flat,Sector 90,1224,New Property,2,2,1,0,0,3,Semi-furnished,Average,Mid-rise,0.7
house,Sector 7,1353,Old,5,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.15
house,Sector 4,581,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.61
flat,Sector 92,2040,New Property,4,3,0,0,0,0,Semi-furnished,Average,High-rise,1.25
flat,Sector 47,1910,Moderately Old,3,4,0,1,0,3+,Semi-furnished,Medium,High-rise,2.4
house,Sector 7,1072,Old,5,4,0,0,0,3,Semi-furnished,Low,Low-rise,1.2
flat,Sector 106,1593,Relatively New,3,4,1,1,0,3+,Semi-furnished,Average,High-rise,1.4
flat,Sector 61,1325,New Property,2,2,1,0,0,2,Semi-furnished,Low,Low-rise,1.65
flat,Sector 111,1991,Moderately Old,3,4,0,1,0,2,Semi-furnished,Medium,High-rise,2.58
flat,Sector 92,1983,New Property,4,3,0,0,0,2,Semi-furnished,Low,High-rise,0.95
house,Sector 43,581,Relatively New,1,2,0,0,0,1,Semi-furnished,Average,Mid-rise,1.85
flat,Sector 90,1176,New Property,2,2,1,0,0,3,Semi-furnished,Low,High-rise,0.7
flat,Sector 112,2800,Relatively New,3,2,0,1,0,2,Semi-furnished,Medium,Low-rise,3.65
house,Sector 50,2164,Old,4,4,0,1,0,3,Semi-furnished,Low,Low-rise,7.0
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Low-rise,1.4
flat,Sector 78,1730,Relatively New,3,3,0,0,0,2,Un-furnished,Medium,Mid-rise,0.95
flat,Sector 90,1118,Relatively New,2,2,1,0,0,3,Semi-furnished,Medium,Mid-rise,0.66
house,Sector 9,822,Old,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sohna Road,1780,Relatively New,3,3,0,0,0,0,Semi-furnished,Medium,High-rise,1.2
flat,Sector 105,1104,Relatively New,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.42
flat,Sector 63,3950,New Property,4,4,0,0,0,0,Semi-furnished,Medium,Mid-rise,7.8
flat,Sector 43,2704,Moderately Old,4,1,0,1,0,3+,Semi-furnished,Low,Mid-rise,2.5
flat,Sohna Road,1128,Relatively New,2,2,1,0,0,3+,Semi-furnished,Average,High-rise,0.72
flat,Sector 61,1587,Relatively New,3,3,0,0,0,3,Un-furnished,Average,High-rise,2.1
flat,Sector 93,597,Relatively New,2,2,0,0,0,0,Semi-furnished,Low,High-rise,0.85
flat,Sector 113,2060,Under Construction,4,2,1,0,0,3+,Un-furnished,Medium,Skyscraper,2.57
flat,Sector 68,1127,New Property,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.15
flat,Sohna Road,610,New Property,2,2,0,0,0,1,Un-furnished,Medium,Basement/Ground Floor,0.4
flat,Sector 83,1959,Relatively New,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,1.42
flat,Sector 56,2250,Moderately Old,3,2,1,0,0,3+,Un-furnished,Medium,Mid-rise,1.5
flat,Sector 37C,1783,Relatively New,3,3,1,1,0,3+,Semi-furnished,Average,Low-rise,1.44
flat,Sector 95,740,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.48
flat,Sector 85,1460,Relatively New,2,2,0,0,1,3+,Semi-furnished,Medium,Low-rise,1.1
flat,Sector 52,5200,Moderately Old,5,2,0,0,0,3+,Semi-furnished,Low,Low-rise,5.0
flat,Sector 2 Sohna Road,1086,New Property,2,2,1,0,0,2,Semi-furnished,Medium,High-rise,0.75
flat,Sohna Road,585,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.42
flat,Dwarka Expressway,1357,New Property,3,3,0,0,0,3,Semi-furnished,Low,Mid-rise,2.0
flat,Sector 104,1269,Relatively New,2,2,1,0,0,3+,Semi-furnished,Medium,High-rise,0.85
flat,Sohna Road,907,New Property,2,1,0,0,0,2,Semi-furnished,Medium,Low-rise,0.65
flat,Sector 95,844,New Property,2,2,0,0,0,1,Un-furnished,Medium,High-rise,0.33
flat,Sector 95,549,Relatively New,2,2,0,0,0,1,Un-furnished,Medium,Mid-rise,0.31
house,Sector 82A,5140,Relatively New,5,2,0,0,0,1,Semi-furnished,Average,Mid-rise,3.85
flat,Sector 79,1677,New Property,2,2,1,0,0,2,Semi-furnished,Average,High-rise,0.8
flat,Sector 82A,1663,Moderately Old,3,3,0,0,0,3,Semi-furnished,Average,Skyscraper,1.87
flat,Sector 36A,1479,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Skyscraper,2.3
flat,Sector 85,2545,Relatively New,4,2,0,1,1,3+,Semi-furnished,Medium,Low-rise,2.0
house,Sector 4,450,New Property,2,2,1,1,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 54,3422,Relatively New,4,2,1,1,0,3+,Semi-furnished,Average,Mid-rise,11.0
flat,Sector 89,2108,New Property,3,3,0,1,0,3+,Semi-furnished,Average,Low-rise,1.3
flat,Sector 92,905,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.5
flat,Sector 33,926,New Property,3,2,1,0,0,3+,Semi-furnished,Medium,High-rise,1.45
house,Sector 7,1163,Old,2,2,1,0,0,3,Semi-furnished,Low,Basement/Ground Floor,1.0
flat,Sector 85,1900,Relatively New,3,4,0,1,0,2,Un-furnished,High,Mid-rise,1.25
house,Sector 41,7500,Moderately Old,2,3,1,1,0,1,Un-furnished,Medium,Mid-rise,9.35
flat,Sector 106,2210,Under Construction,3,3,0,1,0,3+,Semi-furnished,Average,Mid-rise,3.2
flat,Sector 67,2385,Moderately Old,4,2,0,1,0,3+,Un-furnished,High,High-rise,3.32
flat,Sector 68,1403,Relatively New,3,2,0,0,0,3,Semi-furnished,Average,Mid-rise,2.22
flat,Sector 79,1317,Relatively New,3,3,1,0,0,3,Un-furnished,Medium,Mid-rise,1.2
flat,Sector 88A,1674,New Property,3,3,0,0,0,3+,Semi-furnished,Average,High-rise,1.5
flat,Sector 56,2131,Moderately Old,3,3,1,0,0,3+,Un-furnished,Medium,Mid-rise,1.65
flat,Manesar,3091,New Property,4,3,0,1,0,3,Semi-furnished,Low,Mid-rise,1.65
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.35
flat,Sector 37D,1808,Relatively New,4,3,0,0,0,3,Un-furnished,Average,High-rise,1.79
house,Sector 93,1152,Relatively New,3,2,0,0,0,3,Semi-furnished,Average,Low-rise,1.3
flat,Sector 52,250,Moderately Old,1,1,0,0,0,0,Un-furnished,Average,Basement/Ground Floor,0.29
house,Sector 43,2850,Moderately Old,2,3,1,1,0,3,Un-furnished,Medium,Low-rise,5.5
flat,Sector 91,2465,Relatively New,4,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.9
flat,Sector 70,1222,Relatively New,2,2,1,0,0,3,Semi-furnished,Average,Low-rise,1.25
flat,Sector 102,915,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,1.1
flat,Sohna Road,1044,Relatively New,3,3,0,0,0,0,Semi-furnished,Medium,Low-rise,1.65
flat,Sector 37C,1595,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,1.27
house,Sector 109,2435,Moderately Old,5,2,0,1,0,2,Semi-furnished,Low,Low-rise,6.1
flat,Sector 92,1719,Relatively New,4,3,0,0,0,2,Semi-furnished,Average,High-rise,0.8
house,Sector 49,1470,Moderately Old,2,2,1,0,0,3,Un-furnished,Low,Low-rise,3.75
flat,Sohna Road,978,Relatively New,3,2,0,0,0,3+,Semi-furnished,Medium,Mid-rise,0.79
flat,Sector 81,2504,Relatively New,3,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,2.35
flat,Sector 70A,1285,Moderately Old,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.2
flat,Sector 89,1225,New Property,2,2,1,0,0,3,Semi-furnished,Medium,Low-rise,1.0
flat,Sector 48,2152,Moderately Old,4,2,0,0,0,3,Un-furnished,Average,Low-rise,2.5
flat,Sector 113,2098,New Property,3,3,0,1,0,3,Semi-furnished,High,Low-rise,2.33
flat,Sector 59,2560,New Property,4,4,0,1,0,2,Semi-furnished,Average,High-rise,6.75
flat,Sector 67,2143,Relatively New,3,3,0,1,0,3,Un-furnished,High,High-rise,2.95
flat,Sector 106,1186,Relatively New,3,4,1,1,0,3+,Semi-furnished,High,Mid-rise,1.25
flat,Sector 12,795,New Property,2,2,0,0,0,1,Furnished,Low,Basement/Ground Floor,0.6
flat,Sector 37C,1430,Relatively New,2,2,0,0,0,3+,Semi-furnished,Average,High-rise,0.75
flat,Sector 66,1700,Relatively New,3,2,0,1,0,3,Un-furnished,High,Mid-rise,2.4
flat,Manesar,1900,Old,3,3,0,1,0,3,Furnished,Low,Low-rise,0.9
flat,Sector 56,1738,Moderately Old,3,1,1,0,0,3,Un-furnished,Medium,Mid-rise,1.39
flat,Sector 92,1325,Relatively New,3,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.7
flat,Sector 99A,1390,Relatively New,2,2,1,0,0,3,Semi-furnished,Average,Low-rise,1.05
house,Sector 46,2372,Moderately Old,2,2,0,1,0,2,Un-furnished,Medium,Low-rise,5.65
flat,Sector 70A,1925,Relatively New,3,3,1,0,0,3,Semi-furnished,Medium,Low-rise,1.8
flat,Sohna Road,916,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.54
house,Sector 14,3156,Moderately Old,4,4,0,0,0,0,Semi-furnished,Low,Low-rise,6.5
flat,Dwarka Expressway,1758,New Property,3,3,0,0,0,0,Semi-furnished,Low,Mid-rise,1.08
flat,Sector 103,1300,Relatively New,3,3,1,0,0,3+,Semi-furnished,Average,Mid-rise,1.32
flat,Sohna Road,1000,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.93
flat,Sector 91,2468,Moderately Old,4,4,1,1,0,3+,Semi-furnished,Medium,High-rise,2.0
house,Sector 2,4690,Old,5,2,1,1,1,1,Furnished,Medium,Low-rise,9.0
flat,Sector 37D,2268,New Property,3,1,0,0,0,3,Semi-furnished,Low,Mid-rise,1.25
flat,Sector 37C,850,Relatively New,2,2,0,0,0,1,Un-furnished,High,Low-rise,0.33
flat,Sector 43,3104,Moderately Old,4,4,0,0,0,3+,Un-furnished,Medium,High-rise,3.25
flat,Sector 95,990,New Property,2,2,0,0,0,3,Semi-furnished,Low,High-rise,0.55
flat,Sector 65,3017,Moderately Old,3,3,1,1,0,3,Un-furnished,High,High-rise,6.1
flat,Sector 111,768,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,0.7
house,Sector 25,3102,Relatively New,5,2,1,1,1,0,Semi-furnished,Low,Low-rise,11.0
flat,Sector 66,2125,Moderately Old,3,3,0,1,1,3,Un-furnished,Medium,Mid-rise,3.5
flat,Sector 9A,1821,Relatively New,4,3,0,0,0,3+,Un-furnished,Low,Mid-rise,1.5
flat,Sector 85,1344,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,Low-rise,0.88
flat,Sector 36A,2801,New Property,3,4,1,0,0,3,Furnished,Average,Skyscraper,4.1
flat,Sector 56,1579,Old,3,2,0,0,1,3,Semi-furnished,Medium,Mid-rise,1.7
flat,Sohna Road,4986,New Property,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,2.6
flat,Sohna Road,743,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.3
house,Sector 41,1800,New Property,3,1,0,1,0,3,Un-furnished,Low,Mid-rise,2.65
house,Sector 3,1000,Moderately Old,1,1,0,0,0,3,Semi-furnished,Low,Low-rise,0.6
flat,Sector 90,1176,Old,2,2,1,0,0,2,Semi-furnished,Medium,High-rise,0.65
flat,New Gurgaon,1086,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.67
flat,Sector 79,1209,Relatively New,3,3,1,0,0,2,Un-furnished,High,Low-rise,1.25
flat,Sector 82,1299,Relatively New,2,2,1,0,0,2,Un-furnished,Medium,High-rise,0.94
flat,Sector 81,546,New Property,2,2,1,0,0,2,Semi-furnished,Average,Mid-rise,0.8
flat,Sector 86,1865,New Property,3,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.95
flat,Sector 56,1275,Old,3,2,0,0,0,2,Semi-furnished,High,Low-rise,1.35
house,Sector 11,450,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.24
flat,Sector 110,1850,Relatively New,3,3,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.8
flat,Sector 51,2300,Relatively New,4,4,0,0,0,3,Semi-furnished,Medium,Low-rise,2.1
flat,Sector 85,1401,Relatively New,2,2,0,0,1,3+,Semi-furnished,Medium,High-rise,1.3
flat,Sector 37D,1725,New Property,3,3,0,0,0,3+,Semi-furnished,Low,Low-rise,1.25
house,Sector 7,477,Old,5,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.89
house,Sector 47,1939,Relatively New,3,3,0,0,1,3,Un-furnished,Medium,Low-rise,5.15
flat,Sector 104,301,New Property,1,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.22
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Un-furnished,Average,High-rise,1.36
flat,Sector 71,1945,Moderately Old,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,1.4
house,Sector 60,6390,Relatively New,3,4,0,1,0,1,Un-furnished,Medium,Low-rise,18.02
flat,Sector 85,1616,New Property,3,4,0,1,0,2,Semi-furnished,Low,Low-rise,1.45
flat,Sector 92,2252,Relatively New,4,4,0,0,0,3,Semi-furnished,Average,Mid-rise,1.44
flat,Sector 92,1881,Moderately Old,4,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.8
flat,Sector 48,3422,New Property,4,2,1,1,0,3+,Semi-furnished,Medium,Mid-rise,4.3
flat,Sector 83,1964,Moderately Old,4,4,0,1,0,3,Semi-furnished,Medium,High-rise,1.25
flat,Sector 24,3863,New Property,4,2,0,1,0,3+,Furnished,Average,Low-rise,6.5
house,Sector 6,1600,Old,4,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.4
flat,Sector 103,1555,Relatively New,3,3,1,0,0,3+,Semi-furnished,Medium,High-rise,1.34
flat,Sector 102,1710,Relatively New,3,4,0,1,0,3,Semi-furnished,Average,High-rise,1.8
house,Sector 48,4000,Moderately Old,4,4,1,1,0,1,Semi-furnished,Average,Low-rise,7.65
flat,Sohna Road,531,New Property,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.42
flat,Sector 72,2625,Relatively New,4,2,0,1,0,3+,Semi-furnished,Average,High-rise,3.5
flat,Sector 85,3151,New Property,4,4,0,0,0,3+,Semi-furnished,Low,Skyscraper,2.7
flat,Sector 61,1710,New Property,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,2.17
flat,Sector 84,1222,Relatively New,2,2,1,0,0,3+,Semi-furnished,Medium,Mid-rise,0.69
flat,Sector 89,1502,New Property,2,3,1,0,0,3,Semi-furnished,Medium,Mid-rise,0.8
flat,Sector 5,595,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.26
house,Sector 57,2164,Old,3,3,0,1,0,3,Semi-furnished,Average,Low-rise,4.7
flat,Sector 82A,1663,Relatively New,3,3,0,0,0,3+,Un-furnished,Average,Low-rise,1.85
flat,Sector 72,4000,New Property,4,4,1,1,1,3+,Un-furnished,High,Low-rise,5.0
flat,Sector 78,1198,Moderately Old,1,2,0,0,0,2,Semi-furnished,Average,Skyscraper,1.2
flat,Sector 4,938,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Basement/Ground Floor,0.45
flat,Sector 53,3068,Moderately Old,4,4,0,1,0,3,Un-furnished,Medium,Mid-rise,6.44
flat,Sector 85,1550,Relatively New,2,3,0,0,0,3,Semi-furnished,Average,High-rise,1.17
house,Sector 48,4000,Moderately Old,4,2,1,1,0,1,Un-furnished,Average,Low-rise,8.4
flat,Sector 103,1729,New Property,3,4,0,1,0,3+,Semi-furnished,Average,Mid-rise,1.12
flat,Sector 109,1466,Relatively New,3,3,0,0,1,3+,Semi-furnished,Medium,Mid-rise,1.4
house,Sector 66,9000,Relatively New,5,3,0,1,1,1,Un-furnished,Medium,Low-rise,19.0
flat,Sector 56,488,Old,1,1,0,0,0,1,Semi-furnished,Average,Low-rise,0.52
flat,Sector 111,2078,Relatively New,3,4,0,1,0,2,Un-furnished,High,Mid-rise,2.65
flat,Sohna Road,909,New Property,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.68
house,Sector 46,8236,Relatively New,4,3,1,0,0,1,Un-furnished,Average,Low-rise,8.5875
flat,Sector 65,1846,New Property,3,3,0,1,0,2,Semi-furnished,Average,Skyscraper,3.67
flat,Sector 65,1821,Relatively New,3,3,1,1,0,3,Un-furnished,Medium,Low-rise,2.35
flat,Sector 74,1289,New Property,2,2,0,0,0,2,Un-furnished,High,High-rise,1.4
flat,Sector 28,3406,Moderately Old,4,2,0,1,0,3+,Un-furnished,Low,Mid-rise,5.5
flat,Sector 86,495,New Property,2,2,1,1,0,1,Semi-furnished,Medium,Low-rise,0.42
house,Sector 33,4509,New Property,5,4,1,1,1,1,Semi-furnished,Average,Low-rise,9.5
flat,Sector 102,1461,New Property,3,3,0,0,1,3,Semi-furnished,Medium,High-rise,1.95
flat,Sohna Road,468,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Low-rise,0.28
flat,Sector 99A,1807,New Property,3,2,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.35
flat,Sector 92,1240,Relatively New,3,2,0,0,0,3,Semi-furnished,Medium,High-rise,0.9
house,Sector 43,5038,New Property,2,3,0,0,0,1,Furnished,Low,Mid-rise,3.0
flat,Sector 50,1790,Moderately Old,3,3,0,0,0,3+,Un-furnished,High,High-rise,1.88
house,Sector 4,500,Moderately Old,2,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.65
flat,Sector 104,1490,New Property,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.3
flat,Shankar Vihar,2262,New Property,4,3,0,0,0,1,Semi-furnished,Low,Low-rise,2.02
flat,Sector 67,2116,Relatively New,3,4,0,1,0,3,Un-furnished,Medium,High-rise,3.4
flat,Sector 2,1281,Moderately Old,2,2,0,0,0,3,Semi-furnished,Medium,Basement/Ground Floor,0.98
house,Sector 25,1353,Moderately Old,4,3,0,0,1,3,Semi-furnished,Medium,Low-rise,4.45
flat,Sector 79,1350,New Property,2,2,1,0,0,3,Un-furnished,Medium,Mid-rise,1.35
flat,Sector 91,1271,Moderately Old,2,2,0,0,0,3+,Semi-furnished,Medium,Mid-rise,0.96
flat,Manesar,1914,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Average,Low-rise,0.75
flat,Sector 86,1550,Relatively New,3,3,0,0,0,1,Semi-furnished,High,High-rise,1.5
flat,Sector 86,501,New Property,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.43
flat,Sector 102,1230,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.35
house,Sector 8,885,Moderately Old,4,4,0,0,0,1,Semi-furnished,Low,Low-rise,0.82
flat,Sector 104,2980,Relatively New,4,2,1,1,1,3+,Semi-furnished,Medium,Basement/Ground Floor,1.35
house,Sector 14,2250,Old,1,1,0,0,0,3+,Semi-furnished,Low,Low-rise,4.6
flat,Sector 74,1281,New Property,2,2,0,0,0,3,Un-furnished,Average,Skyscraper,1.47
